geneID	geneSymbol	geneName	Pathway
308099	Fndc1	fibronectin type III domain containing 1	NA
308100	Acat2	acetyl-CoA acetyltransferase 2	path:rno00071 Fatty acid degradation
308106	Map3k4	mitogen activated protein kinase kinase kinase 4	path:rno04010 MAPK signaling pathway
308107	Kptn	kaptin (actin binding protein)	NA
308113	Cnksr3	Cnksr family member 3	NA
308118	Rgs17	regulator of G-protein signaling 17	NA
308126	Zbtb2	zinc finger and BTB domain containing 2	NA
308129	Iyd	iodotyrosine deiodinase	path:rno04918 Thyroid hormone synthesis
308134	Tmem35	transmembrane protein 35	NA
308140	Tfb1m	transcription factor B1, mitochondrial	NA
308163	Ccr6	chemokine (C-C motif) receptor 6	path:rno04060 Cytokine-cytokine receptor interaction
308173	Kif13a	kinesin family member 13A	NA
308201	Riok2	RIO kinase 2	path:rno03008 Ribosome biogenesis in eukaryotes
308212	Dact2	dishevelled-binding antagonist of beta-catenin 2	NA
308215	Chd1	chromodomain helicase DNA binding protein 1	NA
308218	Fam120b	family with sequence similarity 120B	NA
308236	Zfp53	zinc finger protein 53	NA
308265	Lats1	large tumor suppressor kinase 1	path:rno04390 Hippo signaling pathway
308267	Tab2	TGF-beta activated kinase 1/MAP3K7 binding protein 2	path:rno04010 MAPK signaling pathway
308282	Shprh	SNF2 histone linker PHD RING helicase, E3 ubiquitin protein ligase	NA
308283	Fbxo30	F-box protein 30	NA
308306	Eif5b	eukaryotic translation initiation factor 5B	path:rno03013 RNA transport
308309	Mboat7	membrane bound O-acyltransferase domain containing 7	path:rno00564 Glycerophospholipid metabolism
308310	Tmc4	transmembrane channel-like 4	NA
308318	Zfp978	zinc finger protein 978	NA
308320	Zfp772	zinc finger protein 772	NA
308326	Zfp667	zinc finger protein 667	NA
308335	U2af2	U2 small nuclear RNA auxiliary factor 2	path:rno03040 Spliceosome
308336	Zfp580	zinc finger protein 580	NA
308337	Zfp865	zinc finger protein 865	NA
308339	Zfp579	zinc finger protein 579	NA
308341	Ssc5d	scavenger receptor cysteine rich family, 5 domains	NA
308345	Suv420h2	suppressor of variegation 4-20 homolog 2 (Drosophila)	path:rno00310 Lysine degradation
308361	Zfp329	zinc finger protein 329	NA
308362	Zfp110	zinc finger protein 110	path:rno04722 Neurotrophin signaling pathway
308366	Zbtb45	zinc finger and BTB domain containing 45	NA
308376	Adgrg6	adhesion G protein-coupled receptor G6	NA
308381	RGD1310257	similar to RIKEN cDNA 6330408A02 gene	NA
308384	Sae1	SUMO1 activating enzyme subunit 1	path:rno04120 Ubiquitin mediated proteolysis
308387	Npas1	neuronal PAS domain protein 1	NA
308390	Fkrp	fukutin related protein	path:rno00515 Mannose type O-glycan biosynthesis
308392	Strn4	striatin, calmodulin binding protein 4	NA
308393	Pnmal2	paraneoplastic Ma antigen family-like 2	NA
308394	Psg16	pregnancy specific glycoprotein 16	NA
308398	Ppp1r37	protein phosphatase 1, regulatory subunit 37	NA
308404	Irf2bp1	interferon regulatory factor 2 binding protein 1	NA
308405	Dmpk	dystrophia myotonica-protein kinase	NA
308406	Six5	SIX homeobox 5	NA
308408	Gpr4	G protein-coupled receptor 4	NA
308409	Opa3	optic atrophy 3	NA
308410	Rtn2	reticulon 2	NA
308415	Ercc2	excision repair cross-complementation group 2	path:rno03022 Basal transcription factors
308416	Tomm40	translocase of outer mitochondrial membrane 40 homolog (yeast)	path:rno05014 Amyotrophic lateral sclerosis (ALS)
308417	Pvrl2	poliovirus receptor-related 2	path:rno04514 Cell adhesion molecules (CAMs)
308420	Zfp112	zinc finger protein 112	NA
308429	Pinlyp	phospholipase A2 inhibitor and LY6/PLAUR domain containing	NA
308430	Zfp575	zinc finger protein 575	NA
308431	Phldb3	pleckstrin homology-like domain, family B, member 3	NA
308434	Zfp574	zinc finger protein 574	NA
308435	Cic	capicua transcriptional repressor	NA
308441	Exosc5	exosome component 5	path:rno03018 RNA degradation
308443	B9d2	B9 protein domain 2	NA
308444	Axl	Axl receptor tyrosine kinase	path:rno01521 EGFR tyrosine kinase inhibitor resistance
308445	Cyp2s1	cytochrome P450, family 2, subfamily s, polypeptide 1	path:rno00830 Retinol metabolism
308449	Hipk4	homeodomain interacting protein kinase 4	path:rno04218 Cellular senescence
308451	Itpkc	inositol-trisphosphate 3-kinase C	path:rno00562 Inositol phosphate metabolism
308453	Adck4	aarF domain containing kinase 4	NA
308457	Egln2	egl-9 family hypoxia-inducible factor 2	path:rno04066 HIF-1 signaling pathway
308458	Sptbn4	spectrin, beta, non-erythrocytic 4	NA
308463	Map3k10	mitogen activated protein kinase kinase kinase 10	NA
308472	Supt5h	suppressor of Ty 5 homolog (S. cerevisiae)	NA
308473	Samd4b	sterile alpha motif domain containing 4B	NA
308478	Spred3	sprouty-related, EVH1 domain containing 3	NA
308482	Zfp84	zinc finger protein 84	NA
308490	Ddx18	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18	NA
308492	Wdr62	WD repeat domain 62	NA
308495	Lrfn3	leucine rich repeat and fibronectin type III domain containing 3	NA
308496	Nfkbid	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, delta	NA
308501	Cd22	CD22 molecule	path:rno04514 Cell adhesion molecules (CAMs)
308508	Uba2	ubiquitin-like modifier activating enzyme 2	path:rno04120 Ubiquitin mediated proteolysis
308509	RGD1308428	similar to RIKEN cDNA 4931406P16	NA
308511	Chst8	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 8	path:rno01100 Metabolic pathways
308516	Rhpn2	rhophilin, Rho GTPase binding protein 2	NA
308519	Dpy19l3	dpy-19-like 3 (C. elegans)	NA
308523	Tshz3	teashirt zinc finger homeobox 3	NA
308537	Uri1	URI1, prefoldin-like chaperone	NA
308543	Plekhf1	pleckstrin homology domain containing, family F (with FYVE domain) member 1	NA
308556	Vsig10l	V-set and immunoglobulin domain containing 10 like	NA
308557	Iglon5	IgLON family member 5	NA
308561	Zfp819	zinc finger protein 819	NA
308565	Klk8	kallikrein related-peptidase 8	NA
308568	Fv1	Friend virus susceptibility 1	NA
308571	Lrrc4b	leucine rich repeat containing 4B	path:rno04514 Cell adhesion molecules (CAMs)
308572	Myh14	myosin, heavy chain 14, non-muscle	path:rno04530 Tight junction
308576	Pnkp	polynucleotide kinase 3'-phosphatase	NA
308579	Cpt1c	carnitine palmitoyltransferase 1c	path:rno00071 Fatty acid degradation
308581	Ccdc155	coiled-coil domain containing 155	NA
308582	Tead2	TEA domain family member 2	path:rno04390 Hippo signaling pathway
308584	Plekha4	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4	NA
308586	Sec1	secretory blood group 1	path:rno00601 Glycosphingolipid biosynthesis - lacto and neolacto series
308587	Ntn5	netrin 5	NA
308588	Car11	carbonic anhydrase 11	NA
308589	Sphk2	sphingosine kinase 2	path:rno00600 Sphingolipid metabolism
308592	Grwd1	glutamate-rich WD repeat containing 1	NA
308593	Tmem143	transmembrane protein 143	NA
308596	Ush1c	Usher syndrome 1C	NA
308602	Tmem86a	transmembrane protein 86A	NA
308607	E2f8	E2F transcription factor 8	NA
308622	Txlnb	taxilin beta	NA
308624	Heca	hdc homolog, cell cycle regulator	NA
308632	Hebp2	heme binding protein 2	NA
308637	Ano5	anoctamin 5	NA
308652	Smox	spermine oxidase	path:rno00330 Arginine and proline metabolism
308654	Zmat1	zinc finger, matrin-type 1	NA
308666	Cyfip1	cytoplasmic FMR1 interacting protein 1	path:rno03013 RNA transport
308667	Nipa2	non imprinted in Prader-Willi/Angelman syndrome 2	NA
308669	Herc2	HECT and RLD domain containing E3 ubiquitin protein ligase 2	path:rno04120 Ubiquitin mediated proteolysis
308690	Ndn	necdin, melanoma antigen (MAGE) family member	NA
308692	Peg12	paternally expressed 12	path:rno04310 Wnt signaling pathway
308708	Ttc23	tetratricopeptide repeat domain 23	NA
308709	Synm	synemin, intermediate filament protein	NA
308717	Slc35d3	solute carrier family 35, member D3	NA
308718	Pex7	peroxisomal biogenesis factor 7	path:rno04146 Peroxisome
308738	Chd2	chromodomain helicase DNA binding protein 2	NA
308739	Rgma	repulsive guidance molecule family member A	NA
308751	Wdr73	WD repeat domain 73	NA
308755	Blm	Bloom syndrome, RecQ helicase-like	path:rno03440 Homologous recombination
308757	Man2a2	mannosidase, alpha, class 2A, member 2	path:rno00510 N-Glycan biosynthesis
308758	Hddc3	HD domain containing 3	path:rno00230 Purine metabolism
308759	Unc45a	unc-45 myosin chaperone A	NA
308761	Prc1	protein regulator of cytokinesis 1	NA
308762	Ttll13	tubulin tyrosine ligase-like family, member 13	NA
308765	Arpin	actin-related protein 2/3 complex inhibitor	NA
308766	Mesp1	mesoderm posterior bHLH transcription factor 1	NA
308773	Hapln3	hyaluronan and proteoglycan link protein 3	NA
308775	Det1	de-etiolated homolog 1 (Arabidopsis)	path:rno04120 Ubiquitin mediated proteolysis
308776	Pde8a	phosphodiesterase 8A	path:rno00230 Purine metabolism
308777	Ap3b2	adaptor-related protein complex 3, beta 2 subunit	path:rno04142 Lysosome
308779	Fsd2	fibronectin type III and SPRY domain containing 2	NA
308789	Eftud1	elongation factor Tu GTP binding domain containing 1	path:rno03008 Ribosome biogenesis in eukaryotes
308790	Mex3b	mex-3 RNA binding family member B	NA
308794	RGD1310371	similar to RIKEN cDNA 1700026D08	NA
308795	Mesdc1	mesoderm development candidate 1	NA
308796	Mesdc2	mesoderm development candidate 2	NA
308797	Cemip	cell migration inducing protein, hyaluronan binding	NA
308800	Tyr	tyrosinase	path:rno00350 Tyrosine metabolism
308807	Prss23	protease, serine, 23	NA
308810	Ccdc81	coiled-coil domain containing 81	NA
308820	Ccdc90b	coiled-coil domain containing 90B	NA
308821	Rab30	RAB30, member RAS oncogene family	NA
308831	Tenm4	teneurin transmembrane protein 4	NA
308834	Usp35	ubiquitin specific peptidase 35	NA
308836	Kctd14	potassium channel tetramerization domain containing 14	NA
308837	Ints4	integrator complex subunit 4	NA
308839	Rsf1	remodeling and spacing factor 1	NA
308843	Tsku	tsukushi, small leucine rich proteoglycan	NA
308845	Prkrir	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)	NA
308846	Uvrag	UV radiation resistance associated gene	path:rno04140 Autophagy - animal
308850	Klhl35	kelch-like family member 35	NA
308854	Chrdl2	chordin-like 2	NA
308857	Dnajb13	DnaJ (Hsp40) homolog, subfamily B, member 13	NA
308862	Arhgef17	Rho guanine nucleotide exchange factor (GEF) 17	NA
308864	Fchsd2	FCH and double SH3 domains 2	NA
308865	Atg16l2	autophagy related 16-like 2	path:rno04140 Autophagy - animal
308870	Numa1	nuclear mitotic apparatus protein 1	NA
308871	Rnf121	ring finger protein 121	NA
308873	Art1	ADP-ribosyltransferase 1	NA
308875	Rhog	ras homolog family member G	path:rno05100 Bacterial invasion of epithelial cells
308890	Btbd10	BTB (POZ) domain containing 10	NA
308894	Rassf10	Ras association (RalGDS/AF-6) domain family (N-terminal) member 10	NA
308896	Usp47	ubiquitin specific peptidase 47	NA
308899	Mrvi1	murine retrovirus integration site 1 homolog	path:rno04022 cGMP-PKG signaling pathway
308900	rnf141	ring finger protein 141	NA
308905	Ubqln3	ubiquilin 3	path:rno04141 Protein processing in endoplasmic reticulum
308906	Trim5	tripartite motif-containing 5	NA
308909	Smpd1	sphingomyelin phosphodiesterase 1, acid lysosomal	path:rno00600 Sphingolipid metabolism
308911	Rrp8	ribosomal RNA processing 8, methyltransferase, homolog (yeast)	NA
308912	Dchs1	dachsous cadherin-related 1	path:rno04392 Hippo signaling pathway - multiple species
308913	Egln1	egl-9 family hypoxia-inducible factor 1	path:rno04066 HIF-1 signaling pathway
308918	Ppfibp2	PTPRF interacting protein, binding protein 2 (liprin beta 2)	NA
308923	Ahi1	Abelson helper integration site 1	NA
308937	Wee1	WEE1 G2 checkpoint kinase	path:rno04110 Cell cycle
308939	Ipo7	importin 7	NA
308942	Dennd5a	DENN/MADD domain containing 5A	NA
308944	St5	suppression of tumorigenicity 5	NA
308958	Cdr2	cerebellar degeneration-related protein 2	NA
308959	Usp31	ubiquitin specific peptidase 31	NA
308961	Dctn5	dynactin 5 (p25)	path:rno04962 Vasopressin-regulated water reabsorption
308968	Rbbp6	retinoblastoma binding protein 6	NA
308971	Tnrc6a	trinucleotide repeat containing 6a	NA
308976	Kdm8	lysine (K)-specific demethylase 8	NA
308986	Tmem219	transmembrane protein 219	NA
308988	Sez6l2	seizure related 6 homolog (mouse)-like 2	NA
308990	LOC308990	hypothetical protein LOC308990	NA
308992	Zfp771	zinc finger protein 771	NA
308993	Sephs2	selenophosphate synthetase 2	path:rno00450 Selenocompound metabolism
308995	Itgal	integrin, alpha L	path:rno04015 Rap1 signaling pathway
308998	Zfp629	zinc finger protein 629	NA
308999	Fbxl19	F-box and leucine-rich repeat protein 19	NA
309000	Orai3	ORAI calcium release-activated calcium modulator 3	path:rno04020 Calcium signaling pathway
309001	Setd1b	SET domain containing 1B	NA
309002	Zfp668	zinc finger protein 668	NA
309003	Zfp646	zinc finger protein 646	NA
309004	Vkorc1	vitamin K epoxide reductase complex, subunit 1	path:rno00130 Ubiquinone and other terpenoid-quinone biosynthesis
309008	Inpp5f	inositol polyphosphate-5-phosphatase F	path:rno00562 Inositol phosphate metabolism
309009	Mcmbp	minichromosome maintenance complex binding protein	NA
309014	Ppapdc1a	phosphatidic acid phosphatase type 2 domain containing 1A	path:rno00561 Glycerolipid metabolism
309016	Wdr11	WD repeat domain 11	NA
309025	Tacc2	transforming, acidic coiled-coil containing protein 2	NA
309029	RGD1305014	similar to RIKEN cDNA 2310057M21	NA
309031	Ikzf5	IKAROS family zinc finger 5	NA
309041	Thumpd1	THUMP domain containing 1	NA
309053	RGD1307235	similar to RIKEN cDNA 2310035C23	NA
309060	Fam53b	family with sequence similarity 53, member B	NA
309069	Edrf1	erythroid differentiation regulatory factor 1	NA
309070	Uros	uroporphyrinogen III synthase	path:rno00860 Porphyrin and chlorophyll metabolism
309082	Clrn3	clarin 3	NA
309095	Nkx6-2	NK6 homeobox 2	NA
309097	Adgra1	adhesion G protein-coupled receptor A1	NA
309098	Tubgcp2	tubulin, gamma complex associated protein 2	NA
309100	Scgb1c1	secretoglobin, family 1C, member 1	NA
309103	Athl1	ATH1, acid trehalase-like 1 (yeast)	NA
309105	B4galnt4	beta-1,4-N-acetyl-galactosaminyl transferase 4	path:rno01100 Metabolic pathways
309106	Sigirr	single immunoglobulin and toll-interleukin 1 receptor (TIR) domain	NA
309109	Tmem80	transmembrane protein 80	NA
309114	Muc5b	mucin 5B, oligomeric mucus/gel-forming	path:rno04657 IL-17 signaling pathway
309122	H19	H19, imprinted maternally expressed transcript (non-protein coding)	NA
309126	Tnpo1	transportin 1	NA
309129	Fcho2	FCH domain only 2	NA
309131	Slc22a18	solute carrier family 22, member 18	NA
309135	Ano1	anoctamin 1, calcium activated chloride channel	NA
309136	Oraov1	oral cancer overexpressed 1	NA
309139	Tpcn2	two pore segment channel 2	path:rno04972 Pancreatic secretion
309140	Mrpl21	mitochondrial ribosomal protein L21	path:rno03010 Ribosome
309142	Mtl5	metallothionein-like 5, testis-specific (tesmin)	NA
309144	Ppp6r3	protein phosphatase 6, regulatory subunit 3	NA
309145	RGD1311946	similar to RIKEN cDNA 1810055G02	NA
309147	Aldh3b1	aldehyde dehydrogenase 3 family, member B1	path:rno00010 Glycolysis / Gluconeogenesis
309153	Rce1	Ras converting CAAX endopeptidase 1	path:rno00900 Terpenoid backbone biosynthesis
309156	Bbs1	Bardet-Biedl syndrome 1	NA
309157	Peli3	pellino E3 ubiquitin protein ligase family member 3	NA
309158	Tmem151a	transmembrane protein 151A	NA
309159	Klc2	kinesin light chain 2	path:rno05132 Salmonella infection
309161	Ccdc85b	coiled-coil domain containing 85B	NA
309165	Rela	v-rel avian reticuloendotheliosis viral oncogene homolog A	path:rno01523 Antifolate resistance
309167	Pcnxl3	pecanex-like 3 (Drosophila)	NA
309168	Map3k11	mitogen-activated protein kinase kinase kinase 11	path:rno04010 MAPK signaling pathway
309169	Ehbp1l1	EH domain binding protein 1-like 1	NA
309170	Fam89b	family with sequence similarity 89, member B	NA
309172	Frmd8	FERM domain containing 8	NA
309174	Tigd3	tigger transposable element derived 3	NA
309175	Cdc42ep2	CDC42 effector protein (Rho GTPase binding) 2	NA
309176	Mrpl49	mitochondrial ribosomal protein L49	NA
309177	Znhit2	zinc finger, HIT-type containing 2	NA
309178	Batf2	basic leucine zipper transcription factor, ATF-like 2	NA
309187	Atl3	atlastin GTPase 3	NA
309194	Taf6l	TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor	path:rno03022 Basal transcription factors
309196	Ttc9c	tetratricopeptide repeat domain 9C	NA
309200	Ints5	integrator complex subunit 5	NA
309201	Rom1	retinal outer segment membrane protein 1	NA
309203	Scgb1d2	secretoglobin, family 1D, member 2	NA
309208	Lrrc10b	leucine rich repeat containing 10B	NA
309212	Ptgdr2	prostaglandin D2 receptor 2	NA
309217	Ms4a1	membrane-spanning 4-domains, subfamily A, member 1	path:rno04640 Hematopoietic cell lineage
309242	Gna14	guanine nucleotide binding protein, alpha 14	path:rno04020 Calcium signaling pathway
309243	Vps13a	vacuolar protein sorting 13 homolog A (S. cerevisiae)	NA
309252	Otud7a	OTU deubiquitinase 7A	NA
309255	Mtmr10	myotubularin related protein 10	NA
309259	Ndnl2	necdin-like 2	NA
309262	Nsdhl	NAD(P) dependent steroid dehydrogenase-like	path:rno00100 Steroid biosynthesis
309275	Trex2	three prime repair exonuclease 2	NA
309280	Plxna3	plexin A3	path:rno04360 Axon guidance
309288	Rorb	RAR-related orphan receptor B	path:rno04710 Circadian rhythm
309301	Rcl1	RNA terminal phosphate cyclase-like 1	path:rno03008 Ribosome biogenesis in eukaryotes
309307	RGD1311595	similar to KIAA2026 protein	NA
309312	Gldc	glycine dehydrogenase (decarboxylating)	path:rno00260 Glycine, serine and threonine metabolism
309326	Ranbp6	RAN binding protein 6	NA
309331	Uhrf2	ubiquitin-like with PHD and ring finger domains 2, E3 ubiquitin protein ligase	NA
309338	Cstf2t	cleavage stimulation factor, 3' pre-RNA, subunit 2, 64kDa, tau variant	path:rno03015 mRNA surveillance pathway
